gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Female,Early adulthood,Undergraduate,Chemsitry,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,Windows,Android,Anti-virus,Very secure,Often,Sometimes,Often,Always,Always,Always,Sometimes,Often,Always,Often,Always,1,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Always,Never,Sometimes,Do not know,Do not know,Never,Always,Always,Always,Do not know,Always,Do not know,Don't know,Agree,Agree,Agree,Agree,Strongly Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Male,Mature adulthood,Undergraduate,Education,Makkah,Once a day,Intermediate,1,Public Wi-Fi,1,Windows,Windows,Anti-virus,Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Neutral,Neutral,Neutral,Neutral,Neutral,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Madina,Frequently,Expert ,1,Private Wi-Fi,1,Windows,IOS,"Anti-virus, Firewall",Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,4,Yes,"Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Arabic Language,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,Windows,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Not sure ,Often,Always,Often,Often,Sometimes,Always,Always,Seldom,Seldom,Always,Always,0,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Do not know,Do not know,Always,Do not know,Do not know,Do not know,Never,Never,Always,Never,Never,Never,Don't know,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Don’t know,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Intermediate,4,Public Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Seldom,Always,Always,Seldom,Always,Always,Seldom,Never,Always,Always,3,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Never,Sometimes,Never,Never,Never,Never,Do not know,Never,Do not know,Do not know,Do not know,Do not know,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Adult,Undergraduate,Education,Makkah,Frequently,Beginner,1,Public Wi-Fi,1,Windows,Windows,None,Neutral,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,1,Yes,"Newspapers, magazines, Posters",Internet service provider ISPs,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Sometimes,Sometimes,Always,Sometimes,Never,no change,Neutral,Disagree,Disagree,Neutral,Disagree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,Yes,No
Female,Early adulthood,Undergraduate,Social Science,Makkah,Frequently,Intermediate,1,Cellular network,2,I don't know,I don't know,Anti-virus,Very secure,Often,Seldom,Often,Always,Sometimes,Always,Always,Sometimes,Often,Often,Often,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc.",Rely on automatic updates,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Never,Do not know,Do not know,Sometimes,Do not know,Sometimes,Always,Never,Always,Always,Always,Always,vanish eventually,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,monitor organisations,No,"Yes, I would",Not Technical,Western_Province,Yes,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,Windows,Windows,Anti-virus,Very secure,Always,Often,Often,Always,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,1,No,Internet service provider ISPs,Government websites (e.g. CERT),Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Sometimes,Always,Always,Sometimes,Always,Always,Somtimes,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Agree,Agree,Agree,No role,Yes,"No, I would not",Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Social Science,Makkah,Frequently,Beginner,1,Private Wi-Fi,4,Windows,IOS,Backup,Not sure ,Sometimes,Always,Often,Always,Often,Sometimes,Never,Seldom,Sometimes,Seldom,Often,2,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Never,Do not know,Never,Never,Never,Never,no change,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Languages,Riyadh,Frequently,Intermediate,1,Cellular network,3,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Often,Often,Often,Often,Sometimes,Never,Never,Never,Never,Often,Sometimes,2,Yes,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports",Government websites (e.g. CERT),Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Do not know,Do not know,Sometimes,Do not know,Do not know,Do not know,Always,Never,Always,Never,Never,Always,vanish eventually,Disagree,Agree,Agree,Neutral,Agree,global cyber security,No,"Yes, I would",Not Technical,Central_Province,Yes,No
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Intermediate,2,Private Wi-Fi,2,Windows,IOS,Backup,Very secure,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0,I don't know,"Newspapers, magazines, Posters","TV, news, radio, Internet, website, email bulletins, blogs, etc.",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,serious issue,Neutral,Neutral,Neutral,Neutral,Neutral,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Medicine or public health,Madina,Frequently,Intermediate,2,Public Wi-Fi,3,Windows,IOS,"Anti-virus, Software update,Backup",Very secure,Always,Seldom,Always,Often,Sometimes,Seldom,Often,Seldom,Sometimes,Seldom,Never,1,I don't know,Government or professional reports,I do not feel that I keep myself updated,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Sometimes,Never,Do not know,Never,Always,Never,Always,Never,Never,Always,Always,Never,serious issue,Agree,Strongly Agree,Strongly Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Adult,Undergraduate,Education,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,"Authentication (e.g. password, PIN)",Very secure,Often,Seldom,Often,Often,Often,Often,Often,Often,Sometimes,Often,Often,1,No,Government or professional reports,Government websites (e.g. CERT),Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,Windows,Blackberry,"Authentication (e.g. password, PIN)",Very secure,Always,Sometimes,Often,Sometimes,Always,Often,Often,Often,Often,Often,Often,1,Yes,Government or professional reports,Internet service provider ISPs,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Sometimes,Sometimes,Do not know,Do not know,Sometimes,Always,Always,Always,Always,Always,Always,vanish eventually,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,Yes,"No, I would not",Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Medicine or public health,Madina,Frequently,Intermediate,1,Cellular network,5,Windows,IOS,"Firewall,Backup",Very secure,Sometimes,Often,Seldom,Sometimes,Sometimes,Often,Always,Seldom,Sometimes,Seldom,Often,1,No,"Newspapers, magazines, Posters, I do not feel that I keep myself updated",I do not feel that I keep myself updated,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Never,Always,Sometimes,Never,Never,Never,Always,Do not know,Never,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,Yes,No
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,2,Windows,IOS,"Anti-virus, Software update,Backup",Very secure,Often,Seldom,Always,Always,Often,Sometimes,Always,Seldom,Seldom,Always,Always,2,Yes,I do not feel that I keep myself updated,Government websites (e.g. CERT),Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Education,Makkah,Frequently,Intermediate,2,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Software update",Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,2,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Always,Do not know,Always,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Sometimes,no change,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,Windows,Android,Backup,Very secure,Always,Always,Often,Sometimes,Sometimes,Always,Often,Always,Sometimes,Often,Always,0,Yes,I do not feel that I keep myself updated,Rely on automatic updates,Agree,Neutral,Agree,Disagree,Agree,Neutral,Disagree,Sometimes,Sometimes,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Don't know,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Education,Makkah,Frequently,Intermediate,2,Cellular network,3,Windows,IOS,Software update,Very secure,Often,Often,Sometimes,Often,Always,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,vanish eventually,Neutral,Neutral,Neutral,Agree,Neutral,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Seldom,Always,Often,Sometimes,Often,Seldom,Seldom,Sometimes,Often,Often,1,Yes,"Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Sometimes,Do not know,Sometimes,Do not know,Sometimes,Do not know,Always,Always,Always,Always,Always,Always,vanish eventually,Disagree,Agree,Neutral,Disagree,Disagree,public awareness,No,"Yes, I would",Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,1,Private Wi-Fi,2,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update",Very secure,Often,Always,Often,Always,Often,Often,Seldom,Seldom,Seldom,Seldom,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Always,Never,Never,Never,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Female,Mature adulthood,Undergraduate,Arabic Language,Baha,Frequently,Expert ,1,Private Wi-Fi,1,Windows,Android,Anti-virus,Very secure,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,1,Yes,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,no change,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Southern_Province,No,Yes
Male,Mature adulthood,High School,Education,Baha,Frequently,Beginner,2,Private Wi-Fi,3,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Not sure ,Sometimes,Often,Always,Always,Sometimes,Always,Often,Seldom,Sometimes,Often,Often,2,Yes,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Do not know,Sometimes,Do not know,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,Yes,"No, I would not",Not Technical,Southern_Province,No,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Expert ,2,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Software update",Not secure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Do not know,Do not know,Always,Always,Sometimes,Do not know,Always,Never,Always,Sometimes,Always,Never,serious issue,Neutral,Neutral,Neutral,Neutral,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,No
Female,Adult,High School,Education,Baha,Frequently,Expert ,1,Cellular network,1,Windows,Android,Software update,Very secure,Often,Always,Always,Always,Always,Always,Always,Always,Always,Often,Always,1,Yes,"Newspapers, magazines, Posters","Internet, website, email bulletins, blogs, etc.",Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,No role,Yes,"No, I would not",Not Technical,Southern_Province,Yes,Yes
Female,Early adulthood,High School,Computer Science,Asir,Frequently,Intermediate,3,Private Wi-Fi,4,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Neutral,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Seldom,Often,Often,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Never,Do not know,Never,Do not know,Do not know,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Southern_Province,No,No
Female,Early adulthood,Undergraduate,Islamic studies,Makkah,Frequently,Intermediate,1,Private Wi-Fi,3,Windows,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Sometimes,Never,Always,Always,Seldom,Never,Seldom,Never,Often,Always,Often,2,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Sometimes,Never,Sometimes,Never,Sometimes,Never,Do not know,Always,Never,Do not know,Never,Do not know,vanish eventually,Agree,Disagree,Disagree,Neutral,Strongly Disagree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Male,Adult,Undergraduate,Education,Makkah,Frequently,Intermediate,3,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Not secure,Always,Always,Sometimes,Always,Sometimes,Seldom,Seldom,Seldom,Always,Sometimes,Often,1,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Sometimes,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Sometimes,Always,Always,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Beginner,2,Private Wi-Fi,5,Windows,IOS,"Authentication (e.g. password, PIN) ,Backup",Neutral,Often,Never,Always,Often,Sometimes,Often,Never,Never,Seldom,Seldom,Always,1,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc., Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Sometimes,Sometimes,Always,Do not know,Do not know,Never,Always,Never,Always,Always,Always,Always,serious issue,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Technical,Western_Province,No,Yes
Male,Early adulthood,Undergraduate,Islamic studies,Makkah,Frequently,Beginner,1,Cellular network,4,I don't know,I don't know,Backup,Very secure,Seldom,Always,Often,Often,Sometimes,Often,Never,Never,Never,Never,Always,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Never,Never,Never,Never,Never,Never,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Don't know,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Adult,Undergraduate,Math,Makkah,Frequently,Intermediate,1,Cellular network,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN)",Not sure ,Always,Always,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,2,No,"Newspapers, magazines, Posters, I do not feel that I keep myself updated","Internet, website, email bulletins, blogs, etc., I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Sometimes,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Languages,Makkah,Frequently,Intermediate,2,Private Wi-Fi,3,Windows,Android,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Very secure,Always,Seldom,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Often,2,Yes,I do not feel that I keep myself updated,Rely on automatic updates,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Sometimes,Do not know,Sometimes,Do not know,Do not know,Do not know,Never,Never,Never,Sometimes,Never,Sometimes,vanish eventually,Neutral,Strongly Agree,Agree,Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Education,Makkah,Frequently,Intermediate,1,Cellular network,1,Windows,IOS,Anti-virus,Very secure,Sometimes,Often,Sometimes,Often,Seldom,Never,Never,Seldom,Never,Seldom,Sometimes,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Never,Do not know,Do not know,Sometimes,Never,Do not know,Do not know,Always,Always,Always,Always,serious issue,Agree,Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Adult,Undergraduate,Languages,Makkah,Frequently,Beginner,1,Cellular network,3,I don't know,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Backup",Very secure,Always,Often,Always,Always,Often,Seldom,Always,Never,Sometimes,Often,Always,2,Yes,"Newspapers, magazines, Posters, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc..",Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Sometimes,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Always,Always,Always,serious issue,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Female,Early adulthood,Undergraduate,Finance,Makkah,Frequently,Beginner,1,Public Wi-Fi,1,Windows,IOS,Encryption,Neutral,Always,Often,Sometimes,Always,Often,Often,Sometimes,Often,Often,Often,Often,1,Yes,Internet service provider ISPs,"Internet, website, email bulletins, blogs, etc..",Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,No,Yes
Male,Early adulthood,High School,Applied science,Makkah,Frequently,Intermediate,4,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN), Software update, Backup",Very secure,Sometimes,Often,Often,Often,Often,Seldom,Sometimes,Sometimes,Often,Sometimes,Sometimes,2,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc..",Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Always,Always,Always,Always,Always,vanish eventually,Strongly Agree,Agree,Agree,Agree,Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Counting,Makkah,Frequently,Intermediate,1,Private Wi-Fi,4,Windows,IOS,"Anti-virus, Software update",Very secure,Seldom,Never,Sometimes,Always,Always,Seldom,Never,Always,Always,Often,Often,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Never,Never,Sometimes,Never,Never,Never,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"No, I would not",Not Technical,Western_Province,No,No
Female,Adult,Undergraduate,Arabic Language,Makkah,Frequently,Beginner,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN), Software update, Backup",Very secure,Often,Seldom,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,2,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc..",Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Always,Never,Always,Always,Never,vanish eventually,Agree,Agree,Neutral,Strongly Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Medicine or public health,Makkah,Frequently,Intermediate,1,Private Wi-Fi,2,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN), Software update, Backup",Very secure,Always,Never,Sometimes,Always,Seldom,Often,Always,Seldom,Seldom,Seldom,Always,0,I don't know,Government or professional reports,Government websites (e.g. CERT),Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Always,Always,Do not know,Never,Never,Never,Always,Do not know,Always,Always,Always,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,Yes,"No, I would not",Not Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Medicine or public health,Makkah,Frequently,Intermediate,1,Private Wi-Fi,1,Windows,IOS,Anti-virus,Very secure,Often,Sometimes,Always,Always,Sometimes,Seldom,Sometimes,Never,Sometimes,Often,Always,2,Yes,Government or professional reports,"TV, news, radio, Internet, website, email bulletins, blogs, etc..",Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Always,Never,Do not know,Never,Always,Never,Always,Do not know,Always,Never,Always,Never,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,High School,Computer Science,Makkah,Frequently,Beginner,3,Private Wi-Fi,4,Windows,Android,None,Not sure ,Always,Always,Always,Always,Sometimes,Seldom,Often,Seldom,Seldom,Often,Often,0,Yes,Government or professional reports,"Internet, website, email bulletins, blogs, etc..",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Always,Never,Sometimes,Do not know,Sometimes,Never,Somtimes,Do not know,Never,Never,Always,Always,serious issue,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,Yes
